"","V1","V2","V3","V4","V5"
"1",-0.897673879196766,1.02861128089724,-1.33679402028825,-1.30859281943796,1
"2",-1.13920048346495,-0.124540379301459,-1.33679402028825,-1.30859281943796,1
"3",-1.38072708773314,0.336720284778019,-1.39346985495282,-1.30859281943796,1
"4",-1.50149038986724,0.10608995273828,-1.28011818562368,-1.30859281943796,1
"5",-1.01843718133086,1.25924161293697,-1.33679402028825,-1.30859281943796,1
"6",-0.535383972794483,1.95113260905619,-1.16676651629455,-1.04652483156654,1
"7",-1.50149038986724,0.797980948857496,-1.33679402028825,-1.17755882550225,1
"8",-1.01843718133086,0.797980948857496,-1.28011818562368,-1.30859281943796,1
"9",-1.74301699413542,-0.355170711341198,-1.33679402028825,-1.30859281943796,1
"10",-1.13920048346495,0.10608995273828,-1.28011818562368,-1.43962681337367,1
"11",-0.535383972794483,1.48987194497671,-1.28011818562368,-1.30859281943796,1
"12",-1.25996378559905,0.797980948857496,-1.22344235095912,-1.30859281943796,1
"13",-1.25996378559905,-0.124540379301459,-1.33679402028825,-1.43962681337367,1
"14",-1.86378029626952,-0.124540379301459,-1.50682152428195,-1.43962681337367,1
"15",-0.0523307642581081,2.18176294109593,-1.45014568961738,-1.30859281943796,1
"16",-0.173094066392202,3.10428426925489,-1.28011818562368,-1.04652483156654,1
"17",-0.535383972794483,1.95113260905619,-1.39346985495282,-1.04652483156654,1
"18",-0.897673879196766,1.02861128089724,-1.33679402028825,-1.17755882550225,1
"19",-0.173094066392202,1.72050227701645,-1.16676651629455,-1.17755882550225,1
"20",-0.897673879196766,1.72050227701645,-1.28011818562368,-1.17755882550225,1
"21",-0.535383972794483,0.797980948857496,-1.16676651629455,-1.30859281943796,1
"22",-0.897673879196766,1.48987194497671,-1.28011818562368,-1.04652483156654,1
"23",-1.50149038986724,1.25924161293697,-1.56349735894652,-1.30859281943796,1
"24",-0.897673879196766,0.567350616817757,-1.16676651629455,-0.915490837630828,1
"25",-1.25996378559905,0.797980948857496,-1.05341484696542,-1.30859281943796,1
"26",-1.01843718133086,-0.124540379301459,-1.22344235095912,-1.30859281943796,1
"27",-1.01843718133086,0.797980948857496,-1.22344235095912,-1.04652483156654,1
"28",-0.776910577062672,1.02861128089724,-1.28011818562368,-1.30859281943796,1
"29",-0.776910577062672,0.797980948857496,-1.33679402028825,-1.30859281943796,1
"30",-1.38072708773314,0.336720284778019,-1.22344235095912,-1.30859281943796,1
"31",-1.25996378559905,0.10608995273828,-1.22344235095912,-1.30859281943796,1
"32",-0.535383972794483,0.797980948857496,-1.28011818562368,-1.04652483156654,1
"33",-0.776910577062672,2.41239327313567,-1.28011818562368,-1.43962681337367,1
"34",-0.41462067066039,2.64302360517541,-1.33679402028825,-1.30859281943796,1
"35",-1.13920048346495,0.10608995273828,-1.28011818562368,-1.43962681337367,1
"36",-1.01843718133086,0.336720284778019,-1.45014568961738,-1.30859281943796,1
"37",-0.41462067066039,1.02861128089724,-1.39346985495282,-1.30859281943796,1
"38",-1.13920048346495,0.10608995273828,-1.28011818562368,-1.43962681337367,1
"39",-1.74301699413542,-0.124540379301459,-1.39346985495282,-1.30859281943796,1
"40",-0.897673879196766,0.797980948857496,-1.28011818562368,-1.30859281943796,1
"41",-1.01843718133086,1.02861128089724,-1.39346985495282,-1.17755882550225,1
"42",-1.62225369200133,-1.73895270357963,-1.39346985495282,-1.17755882550225,1
"43",-1.74301699413542,0.336720284778019,-1.39346985495282,-1.30859281943796,1
"44",-1.01843718133086,1.02861128089724,-1.22344235095912,-0.784456843695118,1
"45",-0.897673879196766,1.72050227701645,-1.05341484696542,-1.04652483156654,1
"46",-1.25996378559905,-0.124540379301459,-1.33679402028825,-1.17755882550225,1
"47",-0.897673879196766,1.72050227701645,-1.22344235095912,-1.30859281943796,1
"48",-1.50149038986724,0.336720284778019,-1.33679402028825,-1.30859281943796,1
"49",-0.656147274928578,1.48987194497671,-1.28011818562368,-1.30859281943796,1
"50",-1.01843718133086,0.567350616817757,-1.33679402028825,-1.30859281943796,1
"51",1.39682886135102,0.336720284778019,0.533508523642456,0.263815107790563,2
"52",0.672249048546457,0.336720284778019,0.420156854313322,0.394849101726273,2
"53",1.27606555921693,0.10608995273828,0.64686019297159,0.394849101726273,2
"54",-0.41462067066039,-1.73895270357963,0.136777680990488,0.132781113854853,2
"55",0.79301235068055,-0.585801043380937,0.476832688977889,0.394849101726273,2
"56",-0.173094066392202,-0.585801043380937,0.420156854313322,0.132781113854853,2
"57",0.551485746412362,0.567350616817757,0.533508523642456,0.525883095661983,2
"58",-1.13920048346495,-1.50832237153989,-0.25995316166148,-0.260320867952277,2
"59",0.913775652814644,-0.355170711341198,0.476832688977889,0.132781113854853,2
"60",-0.776910577062672,-0.816431375420675,0.0801018463259211,0.263815107790563,2
"61",-1.01843718133086,-2.43084369969885,-0.146601492332346,-0.260320867952277,2
"62",0.0684325378759866,-0.124540379301459,0.250129350319622,0.394849101726273,2
"63",0.18919584001008,-1.96958303561937,0.136777680990488,-0.260320867952277,2
"64",0.309959142144174,-0.355170711341198,0.533508523642456,0.263815107790563,2
"65",-0.293857368526296,-0.355170711341198,-0.0899256576677793,0.132781113854853,2
"66",1.03453895494874,0.10608995273828,0.363481019648755,0.263815107790563,2
"67",-0.293857368526296,-0.124540379301459,0.420156854313322,0.394849101726273,2
"68",-0.0523307642581081,-0.816431375420675,0.193453515655055,-0.260320867952277,2
"69",0.430722444278268,-1.96958303561937,0.420156854313322,0.394849101726273,2
"70",-0.293857368526296,-1.27769203950015,0.0801018463259211,-0.129286874016567,2
"71",0.0684325378759866,0.336720284778019,0.590184358307022,0.787951083533403,2
"72",0.309959142144174,-0.585801043380937,0.136777680990488,0.132781113854853,2
"73",0.551485746412362,-1.27769203950015,0.64686019297159,0.394849101726273,2
"74",0.309959142144174,-0.585801043380937,0.533508523642456,0.00174711991914261,2
"75",0.672249048546457,-0.355170711341198,0.306805184984188,0.132781113854853,2
"76",0.913775652814644,-0.124540379301459,0.363481019648755,0.263815107790563,2
"77",1.15530225708283,-0.585801043380937,0.590184358307022,0.263815107790563,2
"78",1.03453895494874,-0.124540379301459,0.703536027636156,0.656917089597693,2
"79",0.18919584001008,-0.355170711341198,0.420156854313322,0.394849101726273,2
"80",-0.173094066392202,-1.04706170746041,-0.146601492332346,-0.260320867952277,2
"81",-0.41462067066039,-1.50832237153989,0.0234260116613542,-0.129286874016567,2
"82",-0.41462067066039,-1.50832237153989,-0.0332498230032124,-0.260320867952277,2
"83",-0.0523307642581081,-0.816431375420675,0.0801018463259211,0.00174711991914261,2
"84",0.18919584001008,-0.816431375420675,0.760211862300723,0.525883095661983,2
"85",-0.535383972794483,-0.124540379301459,0.420156854313322,0.394849101726273,2
"86",0.18919584001008,0.797980948857496,0.420156854313322,0.525883095661983,2
"87",1.03453895494874,0.10608995273828,0.533508523642456,0.394849101726273,2
"88",0.551485746412362,-1.73895270357963,0.363481019648755,0.132781113854853,2
"89",-0.293857368526296,-0.124540379301459,0.193453515655055,0.132781113854853,2
"90",-0.41462067066039,-1.27769203950015,0.136777680990488,0.132781113854853,2
"91",-0.41462067066039,-1.04706170746041,0.363481019648755,0.00174711991914261,2
"92",0.309959142144174,-0.124540379301459,0.476832688977889,0.263815107790563,2
"93",-0.0523307642581081,-1.04706170746041,0.136777680990488,0.00174711991914261,2
"94",-1.01843718133086,-1.73895270357963,-0.25995316166148,-0.260320867952277,2
"95",-0.293857368526296,-0.816431375420675,0.250129350319622,0.132781113854853,2
"96",-0.173094066392202,-0.124540379301459,0.250129350319622,0.00174711991914261,2
"97",-0.173094066392202,-0.355170711341198,0.250129350319622,0.132781113854853,2
"98",0.430722444278268,-0.355170711341198,0.306805184984188,0.132781113854853,2
"99",-0.897673879196766,-1.27769203950015,-0.42998066565518,-0.129286874016567,2
"100",-0.173094066392202,-0.585801043380937,0.193453515655055,0.132781113854853,2
"101",0.551485746412362,0.567350616817757,1.27029437428182,1.70518904108337,3
"102",-0.0523307642581081,-0.816431375420675,0.760211862300723,0.918985077469113,3
"103",1.51759216348511,-0.124540379301459,1.21361853961726,1.18105306534053,3
"104",0.551485746412362,-0.355170711341198,1.04359103562356,0.787951083533403,3
"105",0.79301235068055,-0.124540379301459,1.15694270495269,1.31208705927624,3
"106",2.12140867415558,-0.124540379301459,1.61034938226923,1.18105306534053,3
"107",-1.13920048346495,-1.27769203950015,0.420156854313322,0.656917089597693,3
"108",1.7591187677533,-0.355170711341198,1.44032187827552,0.787951083533403,3
"109",1.03453895494874,-1.27769203950015,1.15694270495269,0.787951083533403,3
"110",1.63835546561921,1.25924161293697,1.32697020894639,1.70518904108337,3
"111",0.79301235068055,0.336720284778019,0.760211862300723,1.05001907140482,3
"112",0.672249048546457,-0.816431375420675,0.873563531629857,0.918985077469113,3
"113",1.15530225708283,-0.124540379301459,0.98691520095899,1.18105306534053,3
"114",-0.173094066392202,-1.27769203950015,0.703536027636156,1.05001907140482,3
"115",-0.0523307642581081,-0.585801043380937,0.760211862300723,1.57415504714766,3
"116",0.672249048546457,0.336720284778019,0.873563531629857,1.44312105321195,3
"117",0.79301235068055,-0.124540379301459,0.98691520095899,0.787951083533403,3
"118",2.24217197628968,1.72050227701645,1.66702521693379,1.31208705927624,3
"119",2.24217197628968,-1.04706170746041,1.78037688626293,1.44312105321195,3
"120",0.18919584001008,-1.96958303561937,0.703536027636156,0.394849101726273,3
"121",1.27606555921693,0.336720284778019,1.10026687028812,1.44312105321195,3
"122",-0.293857368526296,-0.585801043380937,0.64686019297159,1.05001907140482,3
"123",2.24217197628968,-0.585801043380937,1.66702521693379,1.05001907140482,3
"124",0.551485746412362,-0.816431375420675,0.64686019297159,0.787951083533403,3
"125",1.03453895494874,0.567350616817757,1.10026687028812,1.18105306534053,3
"126",1.63835546561921,0.336720284778019,1.27029437428182,0.787951083533403,3
"127",0.430722444278268,-0.585801043380937,0.590184358307022,0.787951083533403,3
"128",0.309959142144174,-0.124540379301459,0.64686019297159,0.787951083533403,3
"129",0.672249048546457,-0.585801043380937,1.04359103562356,1.18105306534053,3
"130",1.63835546561921,-0.124540379301459,1.15694270495269,0.525883095661983,3
"131",1.8798820698874,-0.585801043380937,1.32697020894639,0.918985077469113,3
"132",2.48369858055787,1.72050227701645,1.49699771294009,1.05001907140482,3
"133",0.672249048546457,-0.585801043380937,1.04359103562356,1.31208705927624,3
"134",0.551485746412362,-0.585801043380937,0.760211862300723,0.394849101726273,3
"135",0.309959142144174,-1.04706170746041,1.04359103562356,0.263815107790563,3
"136",2.24217197628968,-0.124540379301459,1.32697020894639,1.44312105321195,3
"137",0.551485746412362,0.797980948857496,1.04359103562356,1.57415504714766,3
"138",0.672249048546457,0.10608995273828,0.98691520095899,0.787951083533403,3
"139",0.18919584001008,-0.124540379301459,0.590184358307022,0.787951083533403,3
"140",1.27606555921693,0.10608995273828,0.930239366294424,1.18105306534053,3
"141",1.03453895494874,0.10608995273828,1.04359103562356,1.57415504714766,3
"142",1.27606555921693,0.10608995273828,0.760211862300723,1.44312105321195,3
"143",-0.0523307642581081,-0.816431375420675,0.760211862300723,0.918985077469113,3
"144",1.15530225708283,0.336720284778019,1.21361853961726,1.44312105321195,3
"145",1.03453895494874,0.567350616817757,1.10026687028812,1.70518904108337,3
"146",1.03453895494874,-0.124540379301459,0.81688769696529,1.44312105321195,3
"147",0.551485746412362,-1.27769203950015,0.703536027636156,0.918985077469113,3
"148",0.79301235068055,-0.124540379301459,0.81688769696529,1.05001907140482,3
"149",0.430722444278268,0.797980948857496,0.930239366294424,1.44312105321195,3
"150",0.0684325378759866,-0.124540379301459,0.760211862300723,0.787951083533403,3
